Rank	Name	basename	Genre	ESRB_Rating	Platform	Publisher	Developer	VGChartz_Score	Critic_Score	User_Score	Total_Shipped	Global_Sales	NA_Sales	PAL_Sales	JP_Sales	Other_Sales	Year	Last_Update	url	status	Vgchartzscore	img_url
2152	Kingdom Come: Deliverance	kingdom-come-deliverance	Role-Playing	M	PC	Warhorse Studios	Warhorse Studios				1.1						2018.0	10th Jan 18	http://www.vgchartz.com/game/79058/kingdom-come-deliverance/?region=All	1	7.0	/games/boxart/full_255791PALFrontccc.jpg
2159	StarCraft II: Heart of the Swarm	starcraft-ii-heart-of-the-swarm	Strategy	T	PC	Blizzard Entertainment	Blizzard Entertainment		8.9		1.1						2013.0	25th Jun 18	http://www.vgchartz.com/game/27662/starcraft-ii-heart-of-the-swarm/?region=All	1		/games/boxart/full_994736AmericaFrontccc.jpg
2164	Warhammer 40,000: Space Marine	"000 space marine"""	Shooter	M	PC	THQ	Relic Entertainment		7.7		1.1						2011.0		http://www.vgchartz.com/game/46409/warhammer-40000-space-marine/?region=All	1		/games/boxart/full_warhammer-40000-space-marine_997AmericaFront.jpg
2172	Farming Simulator 2015	farming-simulator-2015	Simulation	E	PC	Focus Home Interactive	Giants Software					1.1	0.09	0.94		0.07	2014.0	11th Apr 18	http://www.vgchartz.com/game/83767/farming-simulator-2015/?region=All	1		/games/boxart/full_5277175AmericaFrontccc.jpg
2175	F.E.A.R. 3	fear-3	Shooter	M	PC	Warner Bros. Interactive	Day 1 Studios		7.5		1.1						2011.0		http://www.vgchartz.com/game/40828/fear-3/?region=All	1		/games/boxart/full_fear-3_171AmericaFront.jpg
2191	Sniper: Ghost Warrior 2	sniper-ghost-warrior-2	Shooter	M	PC	City Interactive	City Interactive				1.09						2013.0		http://www.vgchartz.com/game/70357/sniper-ghost-warrior-2/?region=All	1		/games/boxart/full_4588633AmericaFrontccc.jpg
2199	To the Moon	to-the-moon	Misc		PC	Unknown	Freebird Games		8.5		1.09						2011.0		http://www.vgchartz.com/game/69794/to-the-moon/?region=All	1		/games/boxart/full_to-the-moon_453AmericaFront.png
2248	Football Manager 2013	football-manager-2013	Sports		PC	Sega	Sports Interactive					1.06		0.96		0.1	2012.0	05th Jan 18	http://www.vgchartz.com/game/71128/football-manager-2013/?region=All	1		/games/boxart/full_3614731PALFrontccc.jpg
2265	Brothers: A Tale of Two Sons	brothers-a-tale-of-two-sons	Adventure	T	PC	505 Games	Starbreeze Studios				1.06						2013.0	27th Jun 18	http://www.vgchartz.com/game/71012/brothers-a-tale-of-two-sons/?region=All	1		/games/boxart/full_7450298AmericaFrontccc.png
2270	The Walking Dead: Season Two	the-walking-dead-season-two	Misc		PC	Telltale Games	Unknown				1.05						2014.0		http://www.vgchartz.com/game/77076/the-walking-dead-season-two/?region=All	1		/games/boxart/full_3478023AmericaFrontccc.jpg
2317	Hotline Miami 2: Wrong Number	hotline-miami-2-wrong-number	Shooter	M	PC	Devolver Digital	Dennaton Games		8.3		1.04						2015.0	21st Jan 18	http://www.vgchartz.com/game/81164/hotline-miami-2-wrong-number/?region=All	1	6.5	/games/boxart/full_456307AmericaFrontccc.png
2332	Assassin's Creed Origins	assassins-creed-origins	Action	M	PC	Ubisoft	Ubisoft Montreal				1.03						2017.0	10th Jan 18	http://www.vgchartz.com/game/181689/assassins-creed-origins/?region=All	1		/games/boxart/full_9843027AmericaFrontccc.jpg
2360	The Elder Scrolls Online	the-elder-scrolls-online	MMO	M	PC	Bethesda Softworks	ZeniMax Online Studios					1.02	0.35	0.59		0.08	2014.0	15th Sep 18	http://www.vgchartz.com/game/70799/the-elder-scrolls-online/?region=All	1		/games/boxart/full_1750936AmericaFrontccc.jpg
2422	StarCraft II: Legacy of the Void	starcraft-ii-legacy-of-the-void	Strategy	T	PC	Blizzard Entertainment	Blizzard Entertainment				1.0						2015.0	31st May 18	http://www.vgchartz.com/game/27663/starcraft-ii-legacy-of-the-void/?region=All	1		/games/boxart/full_2031540AmericaFrontccc.jpg
2430	Hollow Knight	hollow-knight	Action-Adventure	RP	PC	Team Cherry	Team Cherry				1.0						2017.0	03rd Feb 18	http://www.vgchartz.com/game/220331/hollow-knight/?region=All	1		/games/boxart/full_8211099AmericaFrontccc.jpg
2449	Lego Marvel Super Heroes	lego-marvel-super-heroes	Action	E10	PC	Warner Bros. Interactive Entertainment	Traveller's Tales				0.99						2013.0	01st Dec 18	http://www.vgchartz.com/game/71340/lego-marvel-super-heroes/?region=All	1		/games/boxart/full_3279187AmericaFrontccc.png
2457	DmC Devil May Cry	dmc-devil-may-cry	Action	M	PC	Capcom	QLOC				0.99						2013.0	01st May 18	http://www.vgchartz.com/game/47357/dmc-devil-may-cry/?region=All	1		/games/boxart/full_1760634PALFrontccc.jpg
2461	Ryse: Son of Rome	ryse-son-of-rome	Action	M	PC	Crytek	Crytek				0.98						2014.0	12th Aug 18	http://www.vgchartz.com/game/85392/ryse-son-of-rome/?region=All	1		/games/boxart/full_5702744AmericaFrontccc.jpg
2482	The Witcher 2: Assassins of Kings	the-witcher-2-assassins-of-kings	Role-Playing	M	PC	Atari	CD Projekt Red Studio		8.8			0.98	0.27	0.56		0.14	2011.0		http://www.vgchartz.com/game/39247/the-witcher-2-assassins-of-kings/?region=All	1		/games/boxart/full_the-witcher-2-assassins-of-kings_634AmericaFront.jpg
2489	Dragon's Dogma: Dark Arisen	dragons-dogma-dark-arisen	Role-Playing	M	PC	Capcom	Capcom				0.97						2016.0	22nd Mar 19	http://www.vgchartz.com/game/221140/dragons-dogma-dark-arisen/?region=All	1		/games/boxart/full_4696396AmericaFrontccc.jpg
2504	Kingdoms of Amalur: Reckoning	kingdoms-of-amalur-reckoning	Role-Playing	M	PC	Electronic Arts	38 Studios				0.96						2012.0	23rd Nov 18	http://www.vgchartz.com/game/46226/kingdoms-of-amalur-reckoning/?region=All	1		/games/boxart/full_7297792AmericaFrontccc.jpg
2515	Mass Effect 3	mass-effect-3	Role-Playing	M	PC	Electronic Arts	BioWare					0.96	0.4	0.45		0.11	2012.0		http://www.vgchartz.com/game/44119/mass-effect-3/?region=All	1		/games/boxart/full_5545259AmericaFrontccc.jpeg
2516	Firewatch	firewatch	Misc		PC	Unknown	Unknown				0.96						2016.0		http://www.vgchartz.com/game/82131/firewatch/?region=All	1		/games/boxart/full_2568507AmericaFrontccc.jpeg
2520	Hammerwatch	hammerwatch	Misc		PC	Unknown	Unknown				0.96						2013.0		http://www.vgchartz.com/game/81493/hammerwatch/?region=All	1		/games/boxart/full_1539555AmericaFrontccc.jpg
2529	Total War: Warhammer II	total-war-warhammer-ii	Strategy		PC	Sega	Creative Assembly				0.96						2017.0	22nd Sep 18	http://www.vgchartz.com/game/190453/total-war-warhammer-ii/?region=All	1		/games/boxart/full_632560PALFrontccc.jpg
2530	Football Manager 2018	football-manager-2018	Simulation		PC	Sega	Sports Interactive				0.96						2017.0	31st May 18	http://www.vgchartz.com/game/216919/football-manager-2018/?region=All	1		/games/boxart/full_5767693PALFrontccc.jpg
2558	Dust: An Elysian Tail	dust-an-elysian-tail	Platform	E10	PC	Microsoft Studios	Humble Hearts				0.94						2013.0	07th Aug 18	http://www.vgchartz.com/game/84352/dust-an-elysian-tail/?region=All	1		/games/boxart/full_4067616AmericaFrontccc.jpg
2560	Borderlands 2	borderlands-2	Shooter	M	PC	2K Games	Gearbox Software					0.94	0.43	0.42		0.09	2012.0	28th Mar 19	http://www.vgchartz.com/game/55599/borderlands-2/?region=All	1		/games/boxart/full_6488035AmericaFrontccc.jpg
2562	Mount Your Friends	mount-your-friends	Action		PC	Unknown	Unknown				0.94						2014.0		http://www.vgchartz.com/game/83865/mount-your-friends/?region=All	1		/games/boxart/full_7101744AmericaFrontccc.jpg
2569	Zombie Army Trilogy	zombie-army-trilogy	Shooter	M	PC	Rebellion Developments	Rebellion Developments				0.94						2015.0	30th May 18	http://www.vgchartz.com/game/85068/zombie-army-trilogy/?region=All	1		/games/boxart/full_1221716AmericaFrontccc.jpg
2608	The Talos Principle	the-talos-principle	Puzzle		PC	Devolver Digital	Croteam				0.93						2014.0		http://www.vgchartz.com/game/84400/the-talos-principle/?region=All	1		/games/boxart/full_760012AmericaFrontccc.jpg
2619	Overwatch	overwatch	Shooter	T	PC	Blizzard Entertainment	Blizzard Entertainment		9.5			0.92	0.37	0.48		0.07	2016.0	24th Mar 18	http://www.vgchartz.com/game/84812/overwatch/?region=All	1		/games/boxart/full_5115772AmericaFrontccc.jpg
2628	Far Cry 3	far-cry-3	Shooter		PC	Ubisoft	Ubisoft Montreal					0.92	0.22	0.64		0.06	2012.0		http://www.vgchartz.com/game/51769/far-cry-3/?region=All	1		/games/boxart/full_far-cry-3_392AmericaFront.jpg
2641	Farming Simulator 2013	farming-simulator-2013	Simulation	E	PC	Focus Home Interactive	Giants Software					0.91		0.82		0.1	2012.0	06th Jan 18	http://www.vgchartz.com/game/71127/farming-simulator-2013/?region=All	1		/games/boxart/full_2317826PALFrontccc.jpg
2643	Portal Knights	portal-knights	Role-Playing	E10	PC	505 Games	Keen Games				0.91						2016.0	03rd Jul 18	http://www.vgchartz.com/game/222294/portal-knights/?region=All	1		/games/boxart/full_4357499AmericaFrontccc.png
2686	Reus	reus	Misc		PC	Abbey Games	Unknown				0.9						2013.0		http://www.vgchartz.com/game/74520/reus/?region=All	1		/games/boxart/full_8617642AmericaFrontccc.jpg
2706	Metal Gear Solid V: Ground Zeroes	metal-gear-solid-v-ground-zeroes	Action-Adventure	M	PC	Konami Digital Entertainment	Kojima Productions		8.5		0.89						2014.0	22nd Mar 18	http://www.vgchartz.com/game/84747/metal-gear-solid-v-ground-zeroes/?region=All	1		/games/boxart/full_9598979AmericaFrontccc.jpg
2718	Assassin's Creed III	assassins-creed-iii	Action-Adventure	M	PC	Ubisoft	Ubisoft Montreal		8.6			0.89	0.28	0.54		0.07	2012.0	12th Apr 18	http://www.vgchartz.com/game/70619/assassins-creed-iii/?region=All	1		/games/boxart/full_461917PALFrontccc.jpg
2724	Duke Nukem Forever	duke-nukem-forever	Shooter	M	PC	2K Games	Gearbox Software		4.6		0.89						2011.0		http://www.vgchartz.com/game/29219/duke-nukem-forever/?region=All	1		/games/boxart/full_duke-nukem-forever_620AmericaFront.jpg
2791	Lost Castle	lost-castle	Role-Playing		PC	Unknown	Hunter Studio				0.86						2014.0	06th Feb 19	http://www.vgchartz.com/game/223403/lost-castle/?region=All	1		/games/boxart/full_9689588AmericaFrontccc.jpg
2804	Magicka 2	magicka-2	Action		PC	Paradox Interactive	Paradox Interactive				0.86						2015.0		http://www.vgchartz.com/game/82958/magicka-2/?region=All	1		/games/boxart/full_1451191AmericaFrontccc.jpg
2812	Mafia III	mafia-iii	Action-Adventure	M	PC	2K Games	Hangar 13		6.5		0.86						2016.0	02nd Apr 18	http://www.vgchartz.com/game/85864/mafia-iii/?region=All	1		/games/boxart/full_4976640AmericaFrontccc.jpg
2847	SUPERHOT	superhot	Shooter		PC	SUPERHOT Team	SUPERHOT Team				0.84						2016.0	08th Nov 18	http://www.vgchartz.com/game/84137/superhot/?region=All	1		/games/boxart/full_6195925PALFrontccc.jpg
2868	Dead Cells	dead-cells	Action	T	PC	Motion Twin	Motion Twin				0.83						2017.0	06th Aug 18	http://www.vgchartz.com/game/222500/dead-cells/?region=All	1		/games/boxart/full_7989462AmericaFrontccc.jpg
2898	Assetto Corsa	assetto-corsa	Racing	E	PC	Kunos Simulazioni	Kunos Simulazioni				0.83						2014.0	17th Sep 18	http://www.vgchartz.com/game/81460/assetto-corsa/?region=All	1		/games/boxart/full_4314817AmericaFrontccc.png
2902	Dragon Ball: Xenoverse	dragon-ball-xenoverse	Fighting		PC	Namco Bandai Games	Dimps Corporation				0.82						2015.0	11th Sep 18	http://www.vgchartz.com/game/85170/dragon-ball-xenoverse/?region=All	1		/games/boxart/full_5721459AmericaFrontccc.jpg
2927	theHunter: Call of the Wild	thehunter-call-of-the-wild	Shooter	T	PC	Maximum Games	Expansive Worlds				0.82						2017.0	19th Jun 18	http://www.vgchartz.com/game/157918/thehunter-call-of-the-wild/?region=All	1		/games/boxart/full_4691108AmericaFrontccc.jpg
2942	Raft	raft	Action		PC	Unknown	Redbeet Interactive				0.81						2020.0	07th Feb 19	http://www.vgchartz.com/game/223416/raft/?region=All	1		/games/boxart/full_734791AmericaFrontccc.jpg
2946	Football Manager 2015	football-manager-2015	Simulation		PC	Sega	Sports Interactive				0.81						2014.0	29th May 18	http://www.vgchartz.com/game/84791/football-manager-2015/?region=All	1		/games/boxart/full_8598132PALFrontccc.jpg
2992	Deadlight	deadlight	Action-Adventure		PC	Microsoft Studios	Tequila Works				0.8						2012.0	07th Feb 19	http://www.vgchartz.com/game/223419/deadlight/?region=All	1		/games/boxart/full_8993582AmericaFrontccc.jpg
3011	Football Manager 2014	football-manager-2014	Sports		PC	Sega	Sports Interactive		8.4		0.79						2013.0	21st Mar 18	http://www.vgchartz.com/game/76962/football-manager-2014/?region=All	1		/games/boxart/full_9216754PALFrontccc.jpg
3018	Nidhogg	nidhogg	Action		PC	Messhof	Messhof				0.79						2014.0	09th Sep 18	http://www.vgchartz.com/game/81770/nidhogg/?region=All	1		/games/boxart/full_6168351AmericaFrontccc.jpg
3025	Red Faction: Armageddon	red-faction-armageddon	Shooter	M	PC	THQ	Volition Inc.		7.3		0.79						2011.0		http://www.vgchartz.com/game/47247/red-faction-armageddon/?region=All	1		/games/boxart/full_red-faction-armageddon_837AmericaFront.jpg
3062	Dragon Age: Inquisition	dragon-age-inquisition	Role-Playing	M	PC	Electronic Arts	BioWare Edmonton					0.78	0.38	0.33		0.07	2014.0	05th Jan 19	http://www.vgchartz.com/game/71354/dragon-age-inquisition/?region=All	1		/games/boxart/full_837231AmericaFrontccc.jpeg
3094	Valkyria Chronicles	valkyria-chronicles	Role-Playing		PC	Sega	Sega				0.77						2014.0		http://www.vgchartz.com/game/84809/valkyria-chronicles/?region=All	1		/games/boxart/full_5246682PALFrontccc.jpg
3097	Battlefield 1	battlefield-1	Shooter		PC	Electronic Arts	EA DICE					0.77	0.3	0.41		0.06	2016.0		http://www.vgchartz.com/game/110845/battlefield-1/?region=All	1		/games/boxart/full_9475087AmericaFrontccc.png
3110	Age of Wonders 3	age-of-wonders-3	Strategy		PC	Triumph Studios	Triumph Studios				0.76						2014.0	01st Jan 18	http://www.vgchartz.com/game/78452/age-of-wonders-3/?region=All	1		/games/boxart/full_627565AmericaFrontccc.jpeg
3119	Legend of Grimrock	legend-of-grimrock	Misc		PC	Almost Human	Unknown				0.76						2012.0		http://www.vgchartz.com/game/71183/legend-of-grimrock/?region=All	1		/games/boxart/full_2112305AmericaFrontccc.jpg
3137	Assassin's Creed: Revelations	assassins-creed-revelations	Action	M	PC	Ubisoft	Ubisoft Montreal					0.76	0.16	0.49		0.11	2011.0		http://www.vgchartz.com/game/51140/assassins-creed-revelations/?region=All	1		/games/boxart/full_assassins-creed-revelations_376AmericaFront.jpg
3153	Defy Gravity Extended	defy-gravity-extended	Action		PC	Unknown	Fish Factory Games				0.75						2011.0		http://www.vgchartz.com/game/54136/defy-gravity-extended/?region=All	1		/games/boxart/full_6052480AmericaFrontccc.jpg
3159	LEGO Worlds	lego-worlds	Misc		PC	Warner Bros. Interactive Entertainment	Traveller's Tales				0.75						2015.0		http://www.vgchartz.com/game/85652/lego-worlds/?region=All	1		/games/boxart/full_4413661PALFrontccc.jpg
3161	Universe Sandbox	universe-sandbox	Simulation		PC	Unknown	Dan Dixon				0.75						2011.0		http://www.vgchartz.com/game/51139/universe-sandbox/?region=All	1		/games/boxart/full_universe-sandbox_562AmericaFront.jpg
3195	Deponia	deponia	Adventure		PC	Daedalic Entertainment	Daedalic Entertainment				0.74						2012.0		http://www.vgchartz.com/game/38758/deponia/?region=All	1		/games/boxart/full_deponia_300PALFront.jpg
3198	Lords of the Fallen	lords-of-the-fallen	Role-Playing	M	PC	Namco Bandai Games	DECK13 Interactive				0.74						2014.0	10th May 18	http://www.vgchartz.com/game/72206/lords-of-the-fallen/?region=All	1		/games/boxart/full_9874748AmericaFrontccc.jpg
3203	The Evil Within	the-evil-within	Misc	M	PC	Bethesda Softworks	Tango Gameworks		5.5		0.74						2014.0	13th Mar 18	http://www.vgchartz.com/game/72022/the-evil-within/?region=All	1		/games/boxart/full_6487634AmericaFrontccc.jpg
3228	Crysis 2	crysis-2	Shooter	M	PC	Electronic Arts	Crytek		8.7			0.73	0.16	0.45		0.12	2011.0		http://www.vgchartz.com/game/35003/crysis-2/?region=All	1		/games/boxart/full_crysis-2_591AmericaFront.jpg
3247	Homeworld Remastered Collection	homeworld-remastered-collection	Strategy		PC	Gearbox Software	Gearbox Software				0.73						2015.0	22nd Sep 18	http://www.vgchartz.com/game/85082/homeworld-remastered-collection/?region=All	1		/games/boxart/full_2917984PALFrontccc.jpg
3263	XCOM: Enemy Unknown	xcom-enemy-unknown	Strategy	M	PC	2K Games	Firaxis Games		9.0			0.72	0.28	0.37		0.07	2012.0	22nd Mar 18	http://www.vgchartz.com/game/70978/xcom-enemy-unknown/?region=All	1		/games/boxart/full_7719580AmericaFrontccc.jpeg
3273	Bendy and the Ink Machine	bendy-and-the-ink-machine	Puzzle	T	PC	Joey Drew Studios Inc.	TheMeatly Games				0.72						2018.0	19th Dec 18	http://www.vgchartz.com/game/222540/bendy-and-the-ink-machine/?region=All	1		/games/boxart/full_1167457AmericaFrontccc.jpg
3292	Guacamelee!	guacamelee	Action	E10	PC	DrinkBox Studios	DrinkBox Studios				0.72						2013.0	07th Aug 18	http://www.vgchartz.com/game/83022/guacamelee/?region=All	1		/games/boxart/full_9887330AmericaFrontccc.jpg
3303	Youtubers Life	youtubers-life	Simulation		PC	Unknown	U-PLAY Studios				0.71						2011.0	07th Feb 19	http://www.vgchartz.com/game/223424/youtubers-life/?region=All	1		/games/boxart/full_6726527AmericaFrontccc.jpg
3305	Risen 2: Dark Waters	risen-2-dark-waters	Role-Playing	M	PC	Deep Silver	Piranha Bytes		6.6		0.71						2012.0	03rd Jan 18	http://www.vgchartz.com/game/47229/risen-2-dark-waters/?region=All	1		/games/boxart/full_2339078AmericaFrontccc.jpg
3344	Prey (2017)	prey-2017	Shooter	M	PC	Bethesda Softworks	Arkane Studios				0.7						2017.0	18th Jan 18	http://www.vgchartz.com/game/121497/prey-2017/?region=All	1		/games/boxart/full_6488774AmericaFrontccc.jpg
3350	Two Worlds II	two-worlds-ii	Role-Playing	M	PC	SouthPeak Interactive	Reality Pump		6.9		0.7						2011.0		http://www.vgchartz.com/game/46625/two-worlds-ii/?region=All	1		/games/boxart/full_two-worlds-ii_621AmericaFront.jpg
3351	Gunpoint	gunpoint	Action		PC	Unknown	Suspicious Developments				0.7						2011.0	08th Feb 19	http://www.vgchartz.com/game/223434/gunpoint/?region=All	1		/games/boxart/full_8220265AmericaFrontccc.jpg
3367	RIFT	rift	Role-Playing	T	PC	Unknown	Trion Worlds		8.3			0.7	0.47	0.16		0.08	2011.0		http://www.vgchartz.com/game/49494/rift/?region=All	1		/games/boxart/full_rift_95AmericaFront.jpg
3385	The Sims: Medieval	the-sims-medieval	Simulation	T	PC	Electronic Arts	The Sims Studio		7.2			0.7	0.29	0.32		0.09	2011.0		http://www.vgchartz.com/game/46831/the-sims-medieval/?region=All	1		/games/boxart/full_the-sims-medieval_788PALFront.jpg
3388	Rocksmith 2014	rocksmith-2014	Music	T	PC	Ubisoft	Ubisoft San Francisco		9.0			0.7	0.39	0.24		0.06	2016.0	08th Mar 18	http://www.vgchartz.com/game/73111/rocksmith-2014/?region=All	1		/games/boxart/full_8607808AmericaFrontccc.jpg
3406	Metal Gear Rising: Revengeance	metal-gear-rising-revengeance	Action	M	PC	Konami Digital Entertainment	PlatinumGames				0.69						2014.0	12th Jan 18	http://www.vgchartz.com/game/35056/metal-gear-rising-revengeance/?region=All	1		/games/boxart/full_554512AmericaFrontccc.jpg
3421	Democracy 3	democracy-3	Misc		PC	Positech Games	Unknown				0.69						2013.0		http://www.vgchartz.com/game/82180/democracy-3/?region=All	1		/games/boxart/full_1112014AmericaFrontccc.jpg
3440	SpaceChem	spacechem	Puzzle		PC	Unknown	Zachtronics Industries		9.0		0.68						2011.0		http://www.vgchartz.com/game/51198/spacechem/?region=All	1		/games/boxart/full_spacechem_60AmericaFront.jpg
