Rank	Name	basename	Genre	ESRB_Rating	Platform	Publisher	Developer	VGChartz_Score	Critic_Score	User_Score	Total_Shipped	Global_Sales	NA_Sales	PAL_Sales	JP_Sales	Other_Sales	Year	Last_Update	url	status	Vgchartzscore	img_url
54312	MX vs ATV All Out	mx-vs-atv-all-out	Racing		PC	THQ Nordic	Rainbow Studios										2018.0	07th Jan 18	http://www.vgchartz.com/game/220572/mx-vs-atv-all-out/?region=All	1		/games/boxart/full_3962431PALFrontccc.jpg
54313	MXGP Pro	mxgp-pro	Racing		PC	Milestone S.r.l.	Milestone S.r.l.										2018.0	26th Apr 18	http://www.vgchartz.com/game/221926/mxgp-pro/?region=All	1		/games/boxart/full_8911865PALFrontccc.jpg
54318	My Girlfriend is a Mermaid!?	my-girlfriend-is-a-mermaid	Visual Novel	T	PC	Sekai Project	Cosen										2018.0	24th Feb 19	http://www.vgchartz.com/game/223710/my-girlfriend-is-a-mermaid/?region=All	1		/games/boxart/full_4210348AmericaFrontccc.jpg
54319	My Hero One's Justice	my-hero-ones-justice	Fighting	T	PC	Bandai Namco Entertainment	Byking										2018.0	12th Sep 18	http://www.vgchartz.com/game/221859/my-hero-ones-justice/?region=All	1		/games/boxart/full_5556892AmericaFrontccc.jpg
54322	My Little Riding Champion	my-little-riding-champion	Sports		PC	Toplitz Productions	Caipirinha Games										2018.0	03rd Jan 19	http://www.vgchartz.com/game/223289/my-little-riding-champion/?region=All	1		/games/boxart/full_7192431AmericaFrontccc.jpg
54327	My Memory of Us	my-memory-of-us	Adventure	E10	PC	IMGN PRO	Juggler Games										2018.0	24th Mar 19	http://www.vgchartz.com/game/224093/my-memory-of-us/?region=All	1		/games/boxart/full_4139498AmericaFrontccc.jpg
54328	My Riding Stables 2: Life with Horses	my-riding-stables-2-life-with-horses	Simulation		PC	Anikids	Sproing										2014.0	04th Aug 18	http://www.vgchartz.com/game/222448/my-riding-stables-2-life-with-horses/?region=All	1		/games/boxart/full_8361770AmericaFrontccc.jpg
54343	NBA 2K19	nba-2k19	Sports	E	PC	2K Sports	Visual Concepts										2018.0	28th Jul 18	http://www.vgchartz.com/game/222086/nba-2k19/?region=All	1		/games/boxart/full_9955023AmericaFrontccc.jpg
54350	Nekojishi	nekojishi	Visual Novel		PC	Orange Juice Dog	Team Nekojishi										2017.0	07th Apr 19	http://www.vgchartz.com/game/224310/nekojishi/?region=All	1		/games/boxart/full_6343562AmericaFrontccc.jpg
54369	Nex Machina	nex-machina	Shooter		PC	Housemarque	Housemarque										2017.0	15th Sep 18	http://www.vgchartz.com/game/222812/nex-machina/?region=All	1		/games/boxart/full_7857564AmericaFrontccc.jpg
54373	Next Up Hero	next-up-hero	Action		PC	Aspyr	Digital Continue										2018.0	01st Jul 18	http://www.vgchartz.com/game/222272/next-up-hero/?region=All	1		/games/boxart/default.jpg
54381	Nidhogg 2	nidhogg-2	Action		PC	Messhof	Messhof										2017.0	09th Sep 18	http://www.vgchartz.com/game/222732/nidhogg-2/?region=All	1		/games/boxart/full_3725468AmericaFrontccc.jpg
54389	Nights of Azure	nights-of-azure	Action	T	PC	Koei Tecmo	Gust										2017.0	21st Jan 18	http://www.vgchartz.com/game/220863/nights-of-azure/?region=All	1		/games/boxart/full_479999AmericaFrontccc.jpg
54390	Nightside	nightside	Strategy		PC	Omnidream Creations	Omnidream Creations			4.0							2015.0	08th Jul 18	http://www.vgchartz.com/game/222330/nightside/?region=All	1		/games/boxart/full_966508AmericaFrontccc.jpg
54414	Octogeddon	octogeddon	Action		PC	All Yes Good	All Yes Good		7.5								2018.0	19th Mar 18	http://www.vgchartz.com/game/221394/octogeddon/?region=All	1		/games/boxart/full_5568831AmericaFrontccc.jpg
54432	OlliOlli2: Welcome to Olliwood	olliolli2-welcome-to-olliwood	Sports	E	PC	Devolver Digital	Roll7										2015.0	05th Apr 19	http://www.vgchartz.com/game/224246/olliolli2-welcome-to-olliwood/?region=All	1		/games/boxart/full_7896549AmericaFrontccc.jpg
54441	Olympic Games Tokyo 2020 - The Official Video Game	olympic-games-tokyo-2020-the-official-video-game	Sports	RP	PC	Sega	Sega										2019.0	08th Apr 19	http://www.vgchartz.com/game/224536/olympic-games-tokyo-2020-the-official-video-game/?region=All	1		/games/boxart/full_689765AmericaFrontccc.png
54443	Omega Quintet	omega-quintet	Role-Playing	T	PC	Ghostlight	Compile Heart										2017.0	02nd Jan 19	http://www.vgchartz.com/game/223274/omega-quintet/?region=All	1		/games/boxart/full_8292600AmericaFrontccc.jpg
54453	One Piece: World Seeker	one-piece-world-seeker	Action	T	PC	Bandai Namco Entertainment	Ganbarion										2019.0	22nd Mar 19	http://www.vgchartz.com/game/221257/one-piece-world-seeker/?region=All	1		/games/boxart/full_7807665AmericaFrontccc.jpg
54464	Onimusha: Warlords	onimusha-warlords	Action-Adventure	M	PC	Capcom	Capcom										2019.0	29th Dec 18	http://www.vgchartz.com/game/223270/onimusha-warlords/?region=All	1		/games/boxart/full_1299527AmericaFrontccc.jpg
54467	Oninaki	oninaki	Action-Adventure	RP	PC	Square Enix	Tokyo RPG Factory										2019.0	13th Feb 19	http://www.vgchartz.com/game/223554/oninaki/?region=All	1		/games/boxart/full_6641276AmericaFrontccc.png
54468	Ooblets	ooblets	Simulation	RP	PC	Double Fine Presents	Glumberland										2018.0	23rd Jan 18	http://www.vgchartz.com/game/220882/ooblets/?region=All	1		/games/boxart/full_673482AmericaFrontccc.png
54469	Operation Breakout	operation-breakout	Shooter		PC	SGTTB_Studios	SGTTB_Studios										2016.0	29th Mar 19	http://www.vgchartz.com/game/224204/operation-breakout/?region=All	1		/games/boxart/full_8993842AmericaFrontccc.jpg
54473	Ori and the Blind Forest	ori-and-the-blind-forest	Platform		PC	Microsoft Studios	Moon Studios										2015.0	12th Aug 18	http://www.vgchartz.com/game/222604/ori-and-the-blind-forest/?region=All	1		/games/boxart/full_9800679AmericaFrontccc.jpg
54476	Ori and the Will of the Wisps	ori-and-the-will-of-the-wisps	Platform		PC	Microsoft Studios	Moon Studios										2019.0	11th Jun 18	http://www.vgchartz.com/game/222110/ori-and-the-will-of-the-wisps/?region=All	1		/games/boxart/full_2907468AmericaFrontccc.jpg
54484	Our World Is Ended.	our-world-is-ended	Visual Novel	M	PC	PQube	RED Entertainment										2019.0	24th Feb 19	http://www.vgchartz.com/game/223708/our-world-is-ended/?region=All	1		/games/boxart/full_3182338AmericaFrontccc.jpg
54486	Out of Reach: Treasure Royale	out-of-reach-treasure-royale	Action		PC	PlayWay	Space Boat Studios										2019.0	10th Apr 19	http://www.vgchartz.com/game/224341/out-of-reach-treasure-royale/?region=All	1		/games/boxart/full_3222022AmericaFrontccc.jpg
54487	Outcast: Second Contact	outcast-second-contact	Action		PC	Bigben Interactive	Unknown										2017.0		http://www.vgchartz.com/game/206310/outcast-second-contact/?region=All	1		/games/boxart/full_3075127AmericaFrontccc.jpeg
54494	Outward	outward	Role-Playing	RP	PC	Deep Silver	Nine Dots Studio										2019.0	30th Dec 18	http://www.vgchartz.com/game/223180/outward/?region=All	1		/games/boxart/full_561542AmericaFrontccc.jpg
54501	Override: Mech City Brawl	override-mech-city-brawl	Action-Adventure	T	PC	Modus Games	The Balance Inc										2018.0	28th Mar 19	http://www.vgchartz.com/game/222349/override-mech-city-brawl/?region=All	1		/games/boxart/full_2609923AmericaFrontccc.jpeg
54513	Paladins: Champions of the Realm	paladins-champions-of-the-realm	Shooter		PC	Hi-Rez Studios	Hi-Rez Studios										2018.0	09th Sep 18	http://www.vgchartz.com/game/222735/paladins-champions-of-the-realm/?region=All	1		/games/boxart/full_8211166AmericaFrontccc.jpg
54523	Panzer Corps	panzer-corps	Strategy		PC	Slitherine	Flashback Games										2011.0	29th Mar 19	http://www.vgchartz.com/game/224205/panzer-corps/?region=All	1		/games/boxart/full_5452713AmericaFrontccc.jpg
54527	Past Cure	past-cure	Action	M	PC	Phantom 8 Studio	Phantom 8 Studio										2018.0	08th Jan 18	http://www.vgchartz.com/game/220594/past-cure/?region=All	1		/games/boxart/full_8178422AmericaFrontccc.jpg
54528	Path of Exile	path-of-exile	Role-Playing		PC	Grinding Gear Games	Grinding Gear Games										2013.0	03rd Jan 18	http://www.vgchartz.com/game/220302/path-of-exile/?region=All	1		/games/boxart/full_8624115AmericaFrontccc.jpg
54533	Paw Patrol on a Roll	paw-patrol-on-a-roll	Platform	E	PC	Outright Games	Outright Games										2018.0	07th Aug 18	http://www.vgchartz.com/game/222523/paw-patrol-on-a-roll/?region=All	1		/games/boxart/full_4787360AmericaFrontccc.jpg
54546	Phantom Dust	phantom-dust	Action	T	PC	Microsoft Studios	Code Mystics										2017.0	11th Aug 18	http://www.vgchartz.com/game/222577/phantom-dust/?region=All	1		/games/boxart/full_8935321AmericaFrontccc.jpeg
54551	Phoenix Point	phoenix-point	Strategy	RP	PC	Snapshot Games	Snapshot Games										2019.0	08th Apr 19	http://www.vgchartz.com/game/224647/phoenix-point/?region=All	1		/games/boxart/full_168516AmericaFrontccc.jpg
54555	Phoenix Wright: Ace Attorney Trilogy	phoenix-wright-ace-attorney-trilogy	Adventure	T	PC	Capcom	Capcom										2019.0	09th Mar 19	http://www.vgchartz.com/game/223810/phoenix-wright-ace-attorney-trilogy/?region=All	1		/games/boxart/full_3454155AmericaFrontccc.jpg
54563	Pikuniku	pikuniku	Puzzle	E	PC	Devolver Digital	Sectordub										2019.0	24th Mar 19	http://www.vgchartz.com/game/224094/pikuniku/?region=All	1		/games/boxart/full_7480782AmericaFrontccc.jpg
54570	Pinball FX 3	pinball-fx-3	Simulation		PC	Zen Studios	Zen Studios										2017.0	14th Oct 18	http://www.vgchartz.com/game/220206/pinball-fx-3/?region=All	1		/games/boxart/full_5230948AmericaFrontccc.jpg
54578	Pitfall Planet	pitfall-planet	Puzzle	E	PC	adamgryu	Bonfire Games										2016.0	31st Mar 19	http://www.vgchartz.com/game/224565/pitfall-planet/?region=All	1		/games/boxart/full_9393195AmericaFrontccc.jpg
54588	Pixel Puzzles 2: Birds	pixel-puzzles-2-birds	Puzzle		PC	DL Softworks	DL Softworks										2015.0	03rd Apr 19	http://www.vgchartz.com/game/224217/pixel-puzzles-2-birds/?region=All	1		/games/boxart/full_8660356AmericaFrontccc.jpg
54589	Pixel Puzzles 2: Christmas	pixel-puzzles-2-christmas	Puzzle		PC	DL Softworks	DL Softworks										2018.0	03rd Apr 19	http://www.vgchartz.com/game/224214/pixel-puzzles-2-christmas/?region=All	1		/games/boxart/full_7415405AmericaFrontccc.jpg
54590	Pixel Puzzles 2: Paintings	pixel-puzzles-2-paintings	Puzzle		PC	DL Softworks	DL Softworks										2019.0	03rd Apr 19	http://www.vgchartz.com/game/224213/pixel-puzzles-2-paintings/?region=All	1		/games/boxart/full_8313294AmericaFrontccc.jpg
54591	Pixel Puzzles 2: RADical ROACH	pixel-puzzles-2-radical-roach	Puzzle		PC	DL Softworks	DL Softworks										2016.0	03rd Apr 19	http://www.vgchartz.com/game/224212/pixel-puzzles-2-radical-roach/?region=All	1		/games/boxart/full_2043219AmericaFrontccc.jpg
54592	Pixel Puzzles Junior	pixel-puzzles-junior	Puzzle		PC	DL Softworks	DL Softworks										2017.0	03rd Apr 19	http://www.vgchartz.com/game/224218/pixel-puzzles-junior/?region=All	1		/games/boxart/full_8991691AmericaFrontccc.jpg
54593	Pixel Puzzles Mosaics	pixel-puzzles-mosaics	Puzzle		PC	DL Softworks	DL Softworks										2017.0	03rd Apr 19	http://www.vgchartz.com/game/224220/pixel-puzzles-mosaics/?region=All	1		/games/boxart/full_8488046AmericaFrontccc.jpg
54594	Pixel Puzzles Ultimate	pixel-puzzles-ultimate	Puzzle		PC	DL Softworks	DL Softworks										2016.0	03rd Apr 19	http://www.vgchartz.com/game/224215/pixel-puzzles-ultimate/?region=All	1		/games/boxart/full_6102318AmericaFrontccc.jpg
54595	Pixel Puzzles: UndeadZ	pixel-puzzles-undeadz	Puzzle		PC	DL Softworks	DL Softworks										2014.0	03rd Apr 19	http://www.vgchartz.com/game/224216/pixel-puzzles-undeadz/?region=All	1		/games/boxart/full_7146750AmericaFrontccc.jpg
54608	PlanetSide Arena	planetside-arena	Shooter		PC	Daybreak Games	Daybreak Games										2019.0	17th Dec 18	http://www.vgchartz.com/game/223171/planetside-arena/?region=All	1		/games/boxart/full_946655AmericaFrontccc.jpg
54632	Power Rangers: Battle for the Grid	power-rangers-battle-for-the-grid	Fighting	RP	PC	nWay	nWay										2019.0	24th Mar 19	http://www.vgchartz.com/game/224079/power-rangers-battle-for-the-grid/?region=All	1		/games/boxart/full_5443587AmericaFrontccc.jpg
54641	Pro Evolution Soccer 2019	pro-evolution-soccer-2019	Sports	E	PC	Konami	Konami										2018.0	26th Sep 18	http://www.vgchartz.com/game/222007/pro-evolution-soccer-2019/?region=All	1		/games/boxart/full_6188320AmericaFrontccc.jpg
54642	Pro Fishing Simulator	pro-fishing-simulator	Simulation	E	PC	Bigben Interactive	Sanuk Games										2018.0	30th Dec 18	http://www.vgchartz.com/game/223184/pro-fishing-simulator/?region=All	1		/games/boxart/full_8485457AmericaFrontccc.jpg
54648	Proteus	proteus	Adventure	E	PC	Twisted Tree	Ed Key and David Kanaga		8.0								2013.0	21st Jan 18	http://www.vgchartz.com/game/220867/proteus/?region=All	1		/games/boxart/full_9164955AmericaFrontccc.png
54651	Psychonauts 2	psychonauts-2	Action	RP	PC	Starbreeze Studios	Starbreeze Studios										2019.0	12th Dec 18	http://www.vgchartz.com/game/223151/psychonauts-2/?region=All	1		/games/boxart/full_9043910AmericaFrontccc.jpg
54653	Putrefaction 2: Rumble in the hometown	putrefaction-2-rumble-in-the-hometown	Shooter		PC	Kazakov Oleg	Kazakov Oleg										2017.0	01st Apr 19	http://www.vgchartz.com/game/224193/putrefaction-2-rumble-in-the-hometown/?region=All	1		/games/boxart/full_9448686AmericaFrontccc.jpg
54654	Putrefaction 2: Void Walker	putrefaction-2-void-walker	Shooter		PC	Kazakov Oleg	Kazakov Oleg										2017.0	01st Apr 19	http://www.vgchartz.com/game/224194/putrefaction-2-void-walker/?region=All	1		/games/boxart/full_8029772AmericaFrontccc.jpg
54663	Q.U.B.E. 2	qube-2	Puzzle		PC	Trapped Nerve Games	Toxic Games										2018.0	09th Mar 18	http://www.vgchartz.com/game/221282/qube-2/?region=All	1	6.0	/games/boxart/full_3286187AmericaFrontccc.jpg
54669	R-Type Dimensions EX	r-type-dimensions-ex	Shooter		PC	Tozai Games	Tozai Games										2018.0	12th Dec 18	http://www.vgchartz.com/game/223164/r-type-dimensions-ex/?region=All	1		/games/boxart/full_3374001AmericaFrontccc.jpg
54677	Rad Rodgers	rad-rodgers	Platform		PC	3D Realms	3D Realms										2016.0	08th Jan 18	http://www.vgchartz.com/game/220597/rad-rodgers/?region=All	1		/games/boxart/full_6980953AmericaFrontccc.jpg
54686	Rage 2	rage-2	Shooter		PC	Bethesda Softworks	id Software										2019.0	20th May 18	http://www.vgchartz.com/game/221988/rage-2/?region=All	1		/games/boxart/full_8318692AmericaFrontccc.jpg
54692	Raid: World War II	raid-world-war-ii	Shooter	M	PC	Starbreeze	Lion Game Lion										2017.0	11th Aug 18	http://www.vgchartz.com/game/206280/raid-world-war-ii/?region=All	1		/games/boxart/full_2066319AmericaFrontccc.jpg
54693	Raiden V	raiden-v	Action		PC	UFO Interactive	Moss										2017.0	27th Apr 18	http://www.vgchartz.com/game/207856/raiden-v/?region=All	1		/games/boxart/full_4408073AmericaFrontccc.jpg
54699	Real Farm	real-farm	Simulation		PC	Soedesco	Triangle Studios										2017.0		http://www.vgchartz.com/game/212051/real-farm/?region=All	1		/games/boxart/full_8252407AmericaFrontccc.jpeg
54700	Real War	real-war	Strategy	T	PC	Simon & Schuster Interactive	Rival Interactive										2019.0	08th Jan 18	http://www.vgchartz.com/game/220590/real-war/?region=All	1		/games/boxart/full_8628076AmericaFrontccc.jpg
54707	ReCore: Definitive Edition	recore-definitive-edition	Action-Adventure		PC	Microsoft Studios	Armature Studio										2018.0	01st Oct 18	http://www.vgchartz.com/game/222918/recore-definitive-edition/?region=All	1		/games/boxart/full_8666886PALFrontccc.jpg
54716	RemiLore: Lost Girl in the Lands of Lore	remilore-lost-girl-in-the-lands-of-lore	Action	T	PC	Nicalis	Nicalis										2019.0	22nd Mar 19	http://www.vgchartz.com/game/222082/remilore-lost-girl-in-the-lands-of-lore/?region=All	1		/games/boxart/full_8903622AmericaFrontccc.png
54722	Resident Evil 2	resident-evil-2	Action-Adventure		PC	Capcom	Capcom										2019.0	06th Nov 18	http://www.vgchartz.com/game/223011/resident-evil-2/?region=All	1		/games/boxart/full_3127281PALFrontccc.jpg
54730	Resonance	resonance	Adventure		PC	Wadjet Eye Games	Wadjet Eye Games										2012.0	31st Dec 17	http://www.vgchartz.com/game/220231/resonance/?region=All	1		/games/boxart/default.jpg
54741	RICO	rico	Shooter		PC	Rising Star Games	Ground Shatter										2019.0	22nd Sep 18	http://www.vgchartz.com/game/222844/rico/?region=All	1		/games/boxart/full_9262724AmericaFrontccc.png
54746	Ride 3	ride-3	Racing	E	PC	Bandai Namco Entertainment	Milestone S.r.l.										2018.0	21st Mar 19	http://www.vgchartz.com/game/222825/ride-3/?region=All	1		/games/boxart/full_7264389PALFrontccc.png
54747	RiME	rime	Adventure	E10	PC	Grey Box	Tequila Works										2017.0	11th Aug 18	http://www.vgchartz.com/game/222597/rime/?region=All	1		/games/boxart/full_357115AmericaFrontccc.jpg
54748	Riot: Civil Unrest	riot-civil-unrest	Simulation		PC	Merge Games	IV Productions										2017.0	03rd Jan 19	http://www.vgchartz.com/game/223291/riot-civil-unrest/?region=All	1		/games/boxart/full_6451504AmericaFrontccc.jpg
54760	Road Rage	road-rage	Racing	M	PC	Maximum Games	Team 6 Games Studio										2017.0	19th Jan 18	http://www.vgchartz.com/game/220847/road-rage/?region=All	1		/games/boxart/full_4380987AmericaFrontccc.jpg
54779	Rogue Trooper Redux	rogue-trooper-redux	Shooter		PC	Rebellion	TickTock Games										2017.0	13th Sep 18	http://www.vgchartz.com/game/222769/rogue-trooper-redux/?region=All	1		/games/boxart/full_3115398AmericaFrontccc.jpg
54782	RollerCoaster Tycoon Adventures	rollercoaster-tycoon-adventures	Simulation	E	PC	Atari	Nvizzio Creations										2019.0	25th Mar 19	http://www.vgchartz.com/game/224109/rollercoaster-tycoon-adventures/?region=All	1		/games/boxart/full_34302AmericaFrontccc.jpg
54792	Rugby 15	rugby-15	Sports		PC	Big Ben Interactive	HB Studios										2015.0	19th Apr 18	http://www.vgchartz.com/game/221887/rugby-15/?region=All	1		/games/boxart/full_6657745PALFrontccc.jpg
54798	Rush: A Disney Pixar Adventure	rush-a-disney-pixar-adventure	Adventure	E10	PC	THQ Nordic	Asobo Studio										2018.0	19th Nov 18	http://www.vgchartz.com/game/223079/rush-a-disney-pixar-adventure/?region=All	1		/games/boxart/full_7174127AmericaFrontccc.jpg
54800	Rusty Lake Hotel	rusty-lake-hotel	Adventure		PC	Rusty Lake	Rusty Lake										2016.0	31st Mar 19	http://www.vgchartz.com/game/224189/rusty-lake-hotel/?region=All	1		/games/boxart/full_4862969AmericaFrontccc.jpg
54801	Rusty Lake Paradise	rusty-lake-paradise	Adventure		PC	Rusty Lake	Rusty Lake										2018.0	31st Mar 19	http://www.vgchartz.com/game/224190/rusty-lake-paradise/?region=All	1		/games/boxart/full_8208736AmericaFrontccc.jpg
54806	Saku Saku: Love Blooms with the Cherry Blossoms	saku-saku-love-blooms-with-the-cherry-blossoms	Visual Novel		PC	Sekai Project	PALETTE										2017.0	23rd Mar 19	http://www.vgchartz.com/game/224041/saku-saku-love-blooms-with-the-cherry-blossoms/?region=All	1		/games/boxart/full_4281967AmericaFrontccc.jpg
54809	Samantha Swift and the Fountains of Fate	samantha-swift-and-the-fountains-of-fate	Action-Adventure		PC	Mumbo Jumbo	Mumbo Jumbo										2011.0	20th Dec 18	http://www.vgchartz.com/game/223244/samantha-swift-and-the-fountains-of-fate/?region=All	1		/games/boxart/full_2552002AmericaFrontccc.jpg
